1000 Hills Distillery,Rwanda,1,5,40.67
Obsthof Münster - Glen Utin,Germany,0,0,0
Obst-Korn Brennerei ZAISER,Germany,13,19,73.77
Ocean King Distillers,India,3,16,78.89
Octomore (Closed),Scotland,0,10,88.17
Odd Society,Canada,2,1,84
Off The Clock Spirits,United States,1,0,0
Ohishi Distillery,Japan,14,11,80.4
Okanagan Spirits,Canada,11,2,77.5
Old Carrick Mill Distillery,Ireland,2,0,0
Old Carter Whiskey Co.,United States,42,2,87.5
Old Comber,Ireland,5,30,87.39
Old Crow Distillery,United States,23,21,81.37
Old Dominick Distillery,United States,1,0,0
"Old Elk Distilleries, LLC",United States,8,2,87.5
Old Forester Distilling Co.,United States,10,42,82.1
Old Forge Distillery,United States,3,8,85.5
Old Gamundia Whisky,Germany,3,0,0
Old Grand-Dad Distillery,United States,49,122,84.94
Old Hobart Distillery,Australia,57,71,80.94
Old Kempton Distillery,Australia,64,18,85.41
Old Line Spirits,United States,4,4,86.17
Old Midleton (1825-1975),Ireland,34,78,86.43
Old Nick Williams Co.,United States,1,6,79.67
Old Pulteney,Scotland,697,13165,85.79
Old Raven,Austria,43,160,83.95
Old Rip Van Winkle,United States,62,662,87.67
Old Sandhill,Germany,16,22,77.22
Old School Brewery,United Kingdom,2,0,0
Old Sugar Distillery,United States,1,0,0
Old Tahoe Distillery,United States,1,9,81.43
Old World Spirits,United States,3,0,0
Ole Smoky Distillery,United States,10,93,55.38
One Eight Distilling,United States,19,7,82.29
Oola Distillery,United States,12,0,0
Oppidan Spirits,United States,9,3,80
Orange County Distillery,United States,1,0,0
Orcas Island,United States,1,2,40.5
Oregon Spirit Distillers,United States,8,3,82
ORMA,Switzerland,4,2,79.5
Osuzuyama,Japan,1,0,0
Otter Craft Distilling,Australia,14,0,0
Ouche Nanon Distillery,France,1,0,0
Öufi-Brauerei,Switzerland,8,6,82.5
Ozark Distillery,United States,1,0,0
Palais Benedictine,France,0,0,0
Palírna U Zeleného stromu,Czech Republic,4,4,69.67
Palmetto Distillery,United States,4,2,85
Panimoravintola Beer Hunter's,Finland,11,23,83.45
Panimoravintola Koulu,Finland,2,2,72
Panther Distillery,United States,7,2,68.5
Parkmore,Scotland,2,1,87
Parliament Distillery,United States,2,2,50.5
Patrick Breindl,Switzerland,1,6,65
Peach Street Distillers,United States,5,5,76.33
Pearse Lyons Distillery,Ireland,28,222,79.61
Peloni,Italy,2,20,75.63
Pelter Distillery,Israel,2,4,81.5
Pemberton Distillery,Canada,7,2,82
Penderyn,United Kingdom,215,3116,83.49
Penninger,Germany,3,34,76.79
Pennington Distilling Co.,United States,10,1,85
Persse's Galway Whiskey Ltd.,Ireland,0,0,0
Peter Affenzeller,Austria,8,22,77.68
Peterseil,Austria,1,0,0
Pfanner,Austria,13,43,80.48
Pfau Brennerei,Austria,4,8,63.1
Philadelphia Distilling,United States,3,1,76
Pianta Brand,Switzerland,4,2,85
Piedmont Distillers,United States,13,7,74.4
Pierde Almas Distillery,Mexico,2,0,0
Piet van Gent - Whisky-Distillery,Netherlands,1,0,0
Pinckney Bend,United States,0,0,0
Pittermanns Destillerie,Germany,5,0,0
Pittsburgh Distilling Company,United States,26,3,79
Pittyvaich,Scotland,130,1729,85.56
Pocketful of Stones Distillers Ltd,United Kingdom,1,0,0
Popcorn Sutton Distillery,United States,3,2,67
Port Charlotte (Closed),Scotland,1,3,86.67
Port Chilkoot Distillery,United States,2,0,0
Port Dundas,Scotland,236,1860,85.78
Port Ellen,Scotland,1325,22064,89.38
Potter,Canada,10,99,84.64
Pradlo Distillery,Czech Republic,10,280,80.16
Praskoveya Winery,Russian Federation,5,6,55.58
Preuschens Edelbrandbrennerei,Germany,1,0,0
Preussische Whisky Destillerie,Germany,47,62,71.58
Prichard's,United States,14,58,80.2
Primushäusl Edelbrände,Austria,1,0,0
Prince Edward Distillery,Canada,1,0,0
Privatbrauerei Friedrich Düll,Germany,6,12,74.95
Privatbrauerei Gols GmbH,Austria,1,0,0
Prohibition Distillery,United States,3,0,0
Proof Artisan Distillers,United States,1,0,0
Puni,Italy,28,727,78.46
Qvänum Mat & Malt,Sweden,1,4,72.5
Qvarnens Brygghus,Sweden,0,0,0
R. Jelínek,Czech Republic,87,624,85.31
R.M. Rose Co. Distillers,United States,3,0,0
Raasay Distillery,Scotland,27,248,83.19
Rabbit Hole Distilling,United States,8,7,85
Rabel,Germany,8,80,62.87
Rademon Estate Distillery,Ireland,0,0,0
Radermacher,Belgium,8,78,72.96
Radico Khaitan Ltd,India,21,84,74.6
Ragged Branch,United States,46,0,0
Railean Distillers,United States,0,0,0
Ranger Creek,United States,11,29,81.05
Ransom,United States,13,16,82.26
Re:Find,United States,4,0,0
Rebecca Creek Distillery,United States,9,2,84
Red Bordner,United States,2,0,0
Red Bull Distillery (1988) Co. Ltd.,Thailand,2,6,48
Red Eagle Distillery,United States,2,0,0
Reece's Distilled Spirits LLC,United States,4,0,0
Reisetbauer,Austria,19,58,60.76
Republic Restoratives,United States,4,3,76.25
Reservoir Distillery,United States,25,61,77.47
Restless Spirits Distillery,United States,3,0,0
Revsunds Distillery,Sweden,0,0,0
Rich Grain Distilling Co.,United States,1,0,0
Rieclachan Distillery,Scotland,0,0,0
Rig Hand Distillery,Canada,0,0,0
Rittmeister Destille,Germany,2,1,72
Riverbourne Distillery,Australia,17,1,84
Robert Meisner GmbH & Co. KG,Germany,3,0,0
Rochfort Distillery,Australia,21,3,89
Rock Town Distillery,United States,43,116,82.08
Rockfilter Distillery,United States,6,0,0
Roe & Co Distillery,Ireland,0,2,81.5
Rogue Spirits,United States,9,13,81.39
Rose Valley Feinbrand Manufaktur,Germany,5,14,78.63
Rosebank,Scotland,667,5426,86.81
Roseisle,Scotland,4,244,82.09
Rosenbrennerei Einbach,Germany,1,1,65
Roser,Germany,1,2,53.5
Rothaus,Germany,30,177,76.7
RoughStock,United States,18,89,72.13
Royal Brackla,Scotland,542,3244,84.41
Royal Brewhouse,Indonesia,4,5,73.78
Royal Irish Distilleries,Ireland,5,0,0
Royal Lochnagar,Scotland,220,2945,84.44
Royal Oak Distillery,Ireland,8,44,81.16
Rugenbräu,Switzerland,68,146,83.3
Ryan & Wood Distilleries,United States,1,0,0
Sächsische Spirituosenmanufaktur,Germany,3,13,76.94
Sacred Spirits,United Kingdom,0,0,0
Safe House Distilling Co.,United States,1,0,0
Sagamore Spirit Distillery,United States,62,61,81.76
Saint James Spirits,United States,1,0,0
Sakurao,Japan,2,13,79.18
Sall Whisky Distillery,Denmark,2,2,85
Salm Bräu,Austria,1,1,74
Sammerhof,Austria,5,7,80.53
Samuel Smith & Son,Australia,12,6,82.42
San Diego Distillery,United States,5,0,0
San Diego Sunshine Craft Spirits,United States,5,0,0
Santa Fe Spirits,United States,11,35,81.24
Santamanía Destilería Urbana,Spain,2,1,82
SanTan Spirits,United States,3,0,0
Säntisblick Destillerie Ltd.,Switzerland,7,18,55.83
Sas Distilleries B.V.B.A.,Belgium,2,8,88
Sasanokawa Shuzo,Japan,42,284,86.03
Sauerländer Edelbrand GmbH,Germany,33,167,83.27
Savage & Cooke,United States,4,1,84
Saxa Vord,Scotland,4,14,83.22
Scapa,Scotland,418,4341,84.76
Schäffler Bräu,Germany,2,5,80.67
Scheibel Mühle,Germany,7,50,80.35
Schlitzer Korn- & Edelobstbrennerei GmbH,Germany,26,58,70.06
Schloss Marienburg - Spirituosenwerke - Heinrich Nagel KG,Germany,1,0,0
Schlossbrauerei Autenried GmbH,Germany,1,2,76
Schmalwieser,Austria,3,0,0
Schwane Destillerie,Germany,5,14,82.9
Scissortail Distillery,United States,3,0,0
Scriptor Brennerei,Germany,10,8,72.69
Seacrets Distilling Co.,United States,1,0,0
Seattle Distilling,United States,1,0,0
Second Chance Spirits,United States,2,0,0
Sempione Distillery,Switzerland,5,10,79.42
Seppelbauer,Austria,3,0,0
Seven Brothers,United States,2,1,81
Seven Seals,Switzerland,2,37,70.08
Seven Stills,United States,13,23,81.21
Seven Three Distilling Company,United States,2,0,0
Shelter Distilling,United States,1,0,0
Shelter Point Distillery,Canada,25,32,84.03
Shene Estate & Distillery,Australia,28,1,91
Shinshu Mars,Japan,215,1750,86.43
Shirakawa,Japan,1,1,80
Shizuoka,Japan,44,75,87.39
Short Mountain Distillery,United States,1,0,0
Shot in the Dark Craft Distillery,United States,3,0,0
Sibling Distillery,United Kingdom,5,9,68.2
Sierra Norte Distillery,Mexico,13,0,0
Signal Hill Spirits Inc.,Canada,2,19,77.93
Sikkim,India,5,26,61.52
Silk City,United States,3,1,89
Silver Trail Distillery,United States,3,0,0
Sin-Gold,Germany,22,74,79.53
Sinnesfreuden Neber-Hagemann,Austria,2,3,73
Six & Twenty Distillery,United States,4,0,0
Skaalvenn Distillery,United States,1,0,0
Skånska Spritfabriken,Sweden,8,8,80.6
Skellig Six18 Distillery,Ireland,0,0,0
Skip Rock Distillers,United States,1,0,0
Slane,Ireland,6,45,81.15
Sliabh Liag Distillery,Ireland,1,25,74.79
Slijterij/distileerderij Museum van Kleef,Netherlands,1,1,86
Slyrs,Germany,195,1671,78.91
Small-Brook,Luxembourg,23,39,83.52
Smögen,Sweden,87,772,86.18
Smooth Ambler Spirits,United States,262,351,83.89
Smugglers' Notch Distillery,United States,4,0,0
Snitching Lady Distillery,United States,1,0,0
Sonnenbräu,Switzerland,12,10,78.74
Sonnenscheiner,Germany,5,34,72.54
Sonoma Brothers,United States,1,1,60
Sonoma County Distilling Co.,United States,47,206,82.46
Sons of Liberty,United States,9,8,77.94
Sons of Vancouver Distillery Ltd.,Canada,1,0,0
South Carolina Distillery,United States,0,0,0
Southern Artisan Spirits,United States,2,0,0
Southern Coast Distillers,Australia,15,3,84.67
Southern Distilleries Ltd.,New Zealand,8,4,40.5
Southern Distilling Company,United States,7,0,0
Southern Grace Distilleries,United States,1,0,0
Southern Grain Spirits,New Zealand,2,3,72.67
Southern Tier Distilling Co.,United States,7,0,0
Souwester Spirits,Australia,1,0,0
Sperbers Destillerie,Germany,11,2,76.5
Sperling Silver Distillery,Canada,1,1,60
Spessarthof,Germany,1,0,0
Speyburn,Scotland,277,2746,83.48
Speyside Distillery,Scotland,390,3284,84.11
Spezialitätenbrauerei Eckart,Germany,5,0,0
Spezialitätenbrennerei Assulzerhof,Germany,1,0,0
Spezialitätenbrennerei Weidhof,Switzerland,6,3,82
Spirit Hound Distillers,United States,7,4,82.25
Spirit of York Distillery Co.,Canada,1,1,85
Spirit of Yorkshire Distillery,United Kingdom,27,119,86.1
Spirit Works Distillery,United States,6,0,0
Spirits of French Lick,United States,2,0,0
Split Rock Distillery,United States,1,3,81.33
Spreewald Brennerei,Germany,14,50,72.92
Spreewood Distillers,Germany,35,196,78.01
Spring Bay Distillery,Australia,11,2,84
Springbank,Scotland,4545,84020,88.45
Springbrook Hollow Farm Distillery,United States,1,0,0
Springside Distillery,Scotland,0,0,0
Square One,United States,1,0,0
St. Augustine Distillery,United States,6,3,77.5
St. George Spirits,United States,24,44,76.04
St. George's Distillery,United Kingdom,395,889,80.86
St. Kilian Distillers,Germany,190,1887,82.91
St. Magdalene,Scotland,228,3348,88.89
St. Patrick's Distillery,Ireland,8,30,81.32
St. Petersburg Distillery,United States,7,0,0
St. Urban,Italy,1,1,100
Stadler,Germany,1,0,0
Stadsbrouwerij De Hemel,Netherlands,4,5,52.33
Stammheimer,Switzerland,9,9,78.84
Standard Wormwood Distillery,United States,3,0,0
Stark Spirits Distillery,United States,5,0,0
Starkenberg,Austria,5,18,74.38
Starlaw,Scotland,2,2,66
Starlight Distillery,United States,87,2,89.5
Starward,Australia,81,592,84.88
Stauning Whisky,Denmark,160,756,81.73
Steam Exchange Brewery,Australia,0,0,0
Steigmiller-Lutz,Germany,2,2,72.5
Stein Distillery Inc.,United States,9,18,79.29
Steinhauser,Germany,29,82,78.56
Steinwälder Hausbrennerei Schraml,Germany,34,108,65.26
Still 630,United States,6,0,0
Still Austin Whiskey Co.,United States,5,1,80
Still Waters Distillery,Canada,32,28,77.59
StilltheOne,United States,5,2,84.5
Stillwater Spirits / Moylan's Distilling Co.,United States,5,1,77
Stirling Distillery,Scotland,0,0,0
Stitzel-Weller,United States,273,150,86.99
Stoaninger,Austria,1,4,77.5
Stock Plzeň,Czech Republic,6,6,48.34
Stöfflbräu,Austria,2,3,75
Stokerij De Molenberg,Belgium,34,1108,83.34
Stokerij De Onrust,Netherlands,4,11,66.56
Stokerij Hondsrug,Netherlands,0,0,0
Stokerij Sculte,Netherlands,19,49,85.38
Stone Barn Brandyworks,United States,4,1,84
Stonecutter Spirits,United States,1,1,84
Stornoway (Ness),Scotland,0,0,0
Stranahan's Colorado Whiskey,United States,51,124,85.68
Strathclyde,Scotland,231,1902,86
Strathearn,Scotland,76,258,83.09
Stratheden,Scotland,2,4,78.5
Strathisla,Scotland,652,8509,87.7
Strathmill,Scotland,489,4388,84.47
Stromness,Scotland,3,7,87.5
Studio Distilling,United States,4,0,0
Sugarlands Distilling Co.,United States,4,1,86
Sülfelder Gutshof-Brennerei GmbH,Germany,0,0,0
Sullivans Cove,Australia,213,355,85.96
Surselva Bräu,Switzerland,5,4,66.25
Sweet Potato Spirits,United States,1,1,83
Swhisky,Switzerland,11,11,61.29
Swift Distillery,United States,2,0,0
Syntax Spirits,United States,3,0,0
't Koelschip,Netherlands,8,30,36.08
T.O.S,France,1,1,83
Taconic Distillery,United States,10,2,79
Tahoe Moonshine Distillery,United States,1,0,0
Tahwahkaro Distilling Co.,United States,5,8,84.17
Talisker,Scotland,886,36173,86.44
Tallant,Scotland,0,0,0
Tamdhu,Scotland,610,8329,85.49
Tamnavulin,Scotland,245,2714,84.91
"Tanduay Distillers, Inc.",Philippines,1,0,0
Tarnished Truth Distilling Co.,United States,1,0,0
Tatoosh,United States,3,4,75.5
Tattersall Distilling,United States,2,1,86
Tawny Corn,Switzerland,3,0,0
Teaninich,Scotland,526,7127,85.92
Teeling Whiskey Distillery,Ireland,24,461,74.82
Teerenpeli,Finland,59,587,80.71
Tekel,Turkey,4,9,68
Telser Distillery,Liechtenstein,22,56,78.46
Temperance Distilling,United States,1,0,0
Terreni alla Maggia,Switzerland,0,1,90
Tesetice Distillery,Czech Republic,22,10,76.27
Tevsjö Destilleri,Sweden,6,14,78.61
The Aisling Distillery,Australia,2,1,81
The Belgian Owl,Belgium,116,362,79.58
The Black Bottle Distillery,United Kingdom,2,0,0
The Bondi Distillery,United States,1,0,0
The Borders Distillery,Scotland,1,2,81
The Clydeside Distillery,Scotland,1,12,76.8
The Cooper Spirits Co.,United States,4,20,89.2
The Crolly Distillery,Ireland,0,0,0
The Derwent Distillery,Australia,7,0,0
The Dingle Whiskey Distillery,Ireland,39,340,85.3
The Dublin Liberties Distillery,Ireland,29,225,79.75
The Family Jones Distillery,United States,2,0,0
The Forest Distillery,United Kingdom,0,0,0
The Fynoderee Distillery,United Kingdom,0,0,0
The Glasgow Distillery Co.,Scotland,23,533,84.17
The Golan Heights Distillery,Israel,29,47,77.29
The Great Northern Distillery,Ireland,56,128,83.78
The Grove Experience,Australia,7,1,40
The Helsinki Distilling Co.,Finland,23,39,79.59
The Lakes Distillery,United Kingdom,63,448,83.66
The Liberty Distillery,Canada,3,1,75
The Lindores Distilling Co. Ltd.,Scotland,11,49,83.72
The London Distillery Company,United Kingdom,10,9,78.88
The Lübbehusen Malt Distillery,Germany,15,51,80.83
The McLaren Vale Distillery,Australia,2,0,0
The Mighty Oak Brewing Company Ltd.,United Kingdom,2,0,0
The Old Pogue Distillery,United States,6,11,84.75
The Original Texas Legend Distillery,United States,2,0,0
The Owl Distillery,Belgium,0,0,0
The Oxford Artisan Distillery,United Kingdom,12,9,86.33
The Powerscourt Distillery,Ireland,0,41,84.05
The Quiet Man Irish Whiskey Co. Ltd.,Ireland,0,0,0
The Shed Distillery,Ireland,3,49,84.29
The Spirits Workshop Distillery,New Zealand,4,0,0
The Splinter Group Spirits,United States,2,20,83.9
The Village Brewer,United Kingdom,1,0,0
The Vogel,Germany,4,19,78.06
The Waters Distillery,Germany,1,1,84
The Wild Alps,Switzerland,3,4,82
Think Destillers,Germany,3,5,85.33
Thirteenth Colony Distilleries,United States,3,1,81
Thistle Finch,United States,2,0,0
Thomas Sippel,Germany,25,44,72.76
Thomas Street (George Roe) Distillery,Ireland,5,1,84
Thomas Wilhelm,Germany,1,2,52
Thomson Whisky New Zealand Ltd,New Zealand,18,38,80.42
Thoran Distillery,Iceland,0,0,0
Thornæs Destilleri,Denmark,1,0,0
"Three Boys Farm Distillery / Whiskey Thief Distilling Company, Inc.",United States,7,2,81
Thuisbrunner Elch-Bräu,Germany,29,161,83.66
Thumb Butte Distillery,United States,4,1,89
Thunder Road Distillery,United States,2,5,82.67
Thy Whisky Distillery,Denmark,2,12,85.59
Tiger Juice Distillery,United States,1,0,0
Timboon Railway Shed Distillery,Australia,19,10,84.31
Tin Shed Distilling Co.,Australia,37,15,82.93
Tipperary Boutique Distillery,Ireland,24,174,83.21
Tirado Distillery,United States,2,0,0
Tirril Brewery,United Kingdom,4,0,0
To Tårn Bryggeri AS,Norway,1,0,0
Toberanrigh Distillery,Scotland,0,0,0
Tobermory,Scotland,1772,35454,86.33
Tobias Schmid & Sohn,Switzerland,1,1,70
Tomatin,Scotland,1236,20995,85.93
Tomintoul,Scotland,467,7178,85.11
Tommyrotter Distillery,United States,3,0,0
Tom's Foolery Distillery,United States,8,6,79.44
Top of the Hill Distillery,United States,2,0,0
Top Shelf Distillers,Canada,3,1,20
Top Shelf International,Australia,3,0,0
Torabhaig,Scotland,4,427,87.31
Tormore,Scotland,503,5614,85.94
Toronto Distillery Co.,Canada,3,0,0
TŌSH Distillery,Czech Republic,8,37,80.26
Toulvaddie,Scotland,0,0,0
Tovuz-Baltiya,Azerbaijan,2,0,0
Towcester Mill Brewery Ltd,United Kingdom,2,0,0
Trail Town Still,United States,1,0,0
Traverse City Whiskey Co.,United States,9,10,80.07
Trebitsch Old Town Distillery,Czech Republic,16,29,70.12
Treecraft,United States,1,0,0
Triple Eight Distillery,United States,5,3,85.75
Trolden Distillery,Denmark,17,30,80.88
Tsunuki,Japan,13,99,85.71
Tullamore Dew (1829 - 1954),Ireland,24,114,89.35
Tullamore Dew (2014 - present),Ireland,22,235,78.46
Tullibardine,Scotland,667,7686,84.2
Turabauer Maass,Austria,1,0,0
Turv Exloo Distillery,Netherlands,3,28,63.54
Tuthilltown Spirits,United States,67,266,76.51
Twenty Third Street Distillery,Australia,3,3,82
Twin Creeks Distillery,United States,3,0,0
Twin Stills Moonshine Distillery,United States,1,0,0
Twin Valley Distillers,United States,6,0,0
Two Doves Destilerija,Serbia,2,9,57.59
Two James Spirits,United States,8,13,80.88
Uerige,Germany,6,21,74.19
Ugelris,Denmark,1,0,0
ULEX Schnäpse,Germany,4,4,79.5
Union Distillery,Scotland,0,0,0
Union Distillery Maltwhisky do Brasil,Brazil,3,6,63.78
Union Horse Distilling Co.,United States,21,0,0
United Distillery Group,Egypt,1,8,55.83
Uppsala Destilleri,Sweden,6,2,85.5
Urban Distilleries,Canada,1,3,73.67
Us Heit Distillery,Netherlands,162,340,75.08
Valamo Monastery Distillery,Finland,16,33,75.69
Valentine Distilling,United States,9,18,85.05
Vallei Distilleerderij,Netherlands,1,0,0
Van Brunt Stillhouse,United States,16,20,74.41
Vapor Distillery,United States,4,0,0
Vara Winery & Distillery,United States,1,0,0
Vareler Brauhaus,Germany,4,12,80.69
Vattudalen Whisky,Sweden,5,6,84.5
Venakki Distillery,Portugal,4,2,81
Venus Spirits,United States,3,6,80.25
Victoria Caledonian Distillery,Canada,0,0,0
Victoria Distillers,Canada,1,0,0
Vielanker Brauhaus,Germany,5,12,71.42
Vienna Craft Distillery,Austria,1,1,69
Vikre Distillery,United States,11,0,0
Viktor Senn,Switzerland,2,0,0
Vingården Lille Gadegård,Denmark,8,38,69.16
Vinn,United States,1,0,0
Virgil Kaine Lowcountry Whiskey Co.,United States,5,10,85.4
Virginia Distillery Co.,United States,23,20,79.93
Virginia Sweetwater Distillery,United States,1,0,0
Vitis Industries,Papua New Guinea,2,0,0
Vulkan Brauerei,Germany,2,6,75.38
Wädi-Brau-Huus,Switzerland,8,6,57.67
Wakatsuru Saburomaru Distillery,Japan,37,64,85.52
Waldbrand Destillerie,Germany,2,0,0
Waldhornbrennerei Klotz GbR,Germany,7,6,74.67
Waldviertler Roggenhof,Austria,43,180,61.88
Wallner,Austria,1,2,80
Walsh Whiskey,Ireland,17,83,82.94
Walter Seeger,Germany,4,4,69.5
Wannborga Bränneri & Vingård,Sweden,8,33,71.13
Warenghem,France,104,1466,81.93
Waterford Distillery,Ireland,30,1451,84.7
Watershed Distillery,United States,4,1,85
Wave Distil,Belgium,19,55,80.2
Wayne Gretzky Estate,Canada,6,38,83.63
Weetwood,United Kingdom,0,0,0
Weidenauer,Austria,7,14,78.5
Weidmann & Groh,Germany,1,1,40
Weinbau Eller,Germany,0,0,0
Weinbau zur Krone,Switzerland,1,3,81.67
Weinbrennerei und Likörfabrik H. A. Wagner,Germany,1,0,0
Weingut Dotzauer,Germany,3,3,81.75
Weingut Etl,Austria,1,4,51
Weingut Mößlein,Germany,6,23,74.09
Weinhaus Kilian,Germany,1,2,80.5
Weinkellerei Spielmann,Germany,1,0,0
West Cork Distillers,Ireland,120,1375,79.67
West Highland Distillery,Scotland,0,0,0
"West Virginia Distilling Co., LLC",United States,1,0,0
Western Reserve Distillers,United States,1,0,0
Western Son Distillery,United States,3,1,4
Western Spirits Beverage Company,United States,28,45,74.58
Westland Distillery,United States,121,485,85.01
Westward Whiskey,United States,22,45,82.53
Weutz,Austria,22,39,68.65
Weyermann Destillerie,Germany,2,6,74.34
Wharf Distillery,United Kingdom,17,2,81
Wheat State Distilling,United States,1,1,66
Whipper Snapper Distillery,Australia,5,7,77.83
Whiskey Acres Distilling Co.,United States,4,0,0
Whiskey Del Bac,United States,0,0,0
Whisky Castle,Switzerland,73,51,63.2
WhistlePig,United States,173,189,85.09
Whistling Andy,United States,2,0,0
White Peak Distillery,United Kingdom,17,11,79.54
Whitmeyer's,United States,1,6,85
Whittaker's (Harrogate Distillery Ltd.),United Kingdom,0,0,0
Wibblers Brewery,United Kingdom,3,0,0
Widow Jane Distillery,United States,1123,110,83.41
Wieser,Austria,20,60,72.63
Wijnhuis Texel,Netherlands,2,35,78.74
Wild Brennerei,Germany,3,30,82.29
Wild River Mountain Distillery,Australia,2,0,0
Wild Turkey Distillery,United States,355,2560,84.23
Wilderness Trail Distillery,United States,29,33,84.63
Willett Distillery,United States,360,360,86.61
Willie's,United States,1,1,84
Willowbank,New Zealand,149,623,83.73
Willy Macheiner,Austria,3,1,73
Windecker Dorfbrennerei,Germany,1,0,0
Winter Park Distilling Company,United States,1,0,0
Wishkah River Distillery,United States,3,11,80.65
Wolf & Oak Distillery,Poland,1,0,0
Wolfburn,Scotland,148,3573,85.15
Wondertucky,United States,1,0,0
Wood Hat Spirits,United States,2,4,85
Wood’s High Mountain Distillery,United States,4,3,78.33
Woodford Reserve,United States,283,1964,81.71
Woodinville Whiskey Co.,United States,24,13,79.73
Woodstone Creek,United States,8,0,0
Woody Creek Distillers,United States,9,7,81.25
Workshops Distillery,New Zealand,3,5,75.25
Wright & Brown Distilling Co.,United States,5,3,88
Wylie Howell Whiskey,United States,1,0,0
Wyndberg Destille,Germany,2,3,78
Wyoming Whiskey,United States,29,44,86.49
Yack Creek,Australia,13,0,0
Yahara Bay Distillers,United States,10,1,79
Yalaha Bootlegging Co.,United States,1,0,0
Yamazaki,Japan,513,7256,87.94
Yarm Distillery Ltd.,United Kingdom,0,0,0
Yellow Rose Distilling,United States,22,65,78.97
Yerushalmi Distillery,Israel,4,6,71.58
Yeti Distillery,Nepal,2,8,70.34
Yoichi,Japan,581,8508,86.85
York Brewery,United Kingdom,3,0,0
Yserrain,Germany,4,0,0
Yukon Brewing & Distilling,Canada,18,19,86.54
Z.Kozuba i Synowie,Poland,2,24,45.07
Zámecká palírna Blatná,Czech Republic,3,4,74.67
Zauser,Austria,1,0,0
Zeitzer Whisky Manufactur,Germany,6,3,77.67
Z'Graggen,Switzerland,8,32,78.5
Zöchmeister,Austria,1,1,87
Zogg Mosterei - Brennerei AG,Switzerland,1,0,0
Žufánek,Czech Republic,0,0,0
Zuidam Distillery,Netherlands,211,2334,81.35
Zum Lobmüller,Germany,1,0,0
Zweiger,Austria,4,2,43
Zweistein Whisky,Germany,4,2,74
